target_id	length	eff_length	est_counts	tpm
ENSMMUT00000026046.4	1933	1748.71	136.799	5.60902
ENSMMUT00000026047.4	2437	2252.71	26.7972	0.852915
ENSMMUT00000104941.1	5329	5144.71	58.8122	0.819648
ENSMMUT00000071385.2	3889	3704.71	747	14.4573
ENSMMUT00000031389.4	573	388.965	0	0
ENSMMUT00000047395.3	2383	2198.71	214	6.97858
ENSMMUT00000044492.3	2853	2668.71	70	1.88069
ENSMMUT00000000026.4	2787	2602.71	0	0
ENSMMUT00000104191.1	2935	2750.71	1965.97	51.2451
ENSMMUT00000012079.3	2935	2750.71	2049.03	53.4104
ENSMMUT00000087507.1	1564	1379.71	296.259	15.3959
ENSMMUT00000091729.1	1676	1491.71	208.71	10.0318
ENSMMUT00000106188.1	1797	1612.71	111.211	4.94441
ENSMMUT00000099863.1	1568	1383.71	3.62973e-07	1.88083e-08
ENSMMUT00000092115.1	2090	1905.71	23.8196	0.896186
ENSMMUT00000109025.1	6045	5860.71	0	0
ENSMMUT00000090655.1	5794	5609.71	178.141	2.27691
ENSMMUT00000030107.3	1706	1521.71	220.834	10.4053
ENSMMUT00000080447.1	2739	2554.71	23.239	0.652225
ENSMMUT00000000024.4	2552	2367.71	619	18.7449
ENSMMUT00000016846.4	1565	1380.71	6	0.31158
ENSMMUT00000047397.3	1626	1441.71	0	0
ENSMMUT00000014206.3	4918	4733.71	44.7565	0.677916
ENSMMUT00000014207.4	2067	1882.71	0	0
ENSMMUT00000000019.4	444	261.343	0	0
ENSMMUT00000071036.2	2856	2671.71	59.3008	1.59145
ENSMMUT00000008749.4	2580	2395.71	0	0
ENSMMUT00000008750.4	2095	1910.71	204.111	7.65938
ENSMMUT00000016577.4	2738	2553.71	23.9523	0.672506
ENSMMUT00000011384.4	1565	1380.71	1192.06	61.904
ENSMMUT00000103135.1	1893	1708.71	273.317	11.4688
ENSMMUT00000011386.4	1540	1355.71	0.100275	0.00530328
ENSMMUT00000085647.1	1698	1513.71	142.518	6.75068
ENSMMUT00000021969.3	3842	3657.71	352	6.90009
ENSMMUT00000106873.1	1460	1275.71	98.418	5.53151
ENSMMUT00000086994.1	5838	5653.71	1164.76	14.7715
ENSMMUT00000102360.1	5847	5662.71	1268.54	16.062
ENSMMUT00000063401.2	1365	1180.71	72.9891	4.43237
ENSMMUT00000027790.4	1356	1171.71	418.956	25.6371
ENSMMUT00000082363.1	1580	1395.71	296.643	15.2391
ENSMMUT00000053686.2	1356	1171.71	2	0.122386
ENSMMUT00000083459.1	1354	1169.71	89.4524	5.48321
ENSMMUT00000064546.2	4094	3909.71	1305	23.9325
ENSMMUT00000067719.2	7419	7234.71	717	7.10591
ENSMMUT00000008747.4	2493	2308.71	0	0
ENSMMUT00000003024.4	2046	1861.71	64.5286	2.4852
ENSMMUT00000071194.2	1945	1760.71	77.6207	3.1609
ENSMMUT00000012360.4	3087	2902.71	15	0.370518
ENSMMUT00000061871.2	1476	1291.71	833.13	46.2455
ENSMMUT00000012348.4	1509	1324.71	2171.28	117.521
ENSMMUT00000069229.2	3472	3287.71	340.483	7.42547
ENSMMUT00000003026.4	1975	1790.71	851	34.0742
ENSMMUT00000044490.3	2715	2530.71	28.725	0.813839
ENSMMUT00000028102.4	3586	3401.71	286.275	6.03403
ENSMMUT00000044491.3	1422	1237.71	0	0
ENSMMUT00000099136.1	8332	8147.71	66.0177	0.58096
ENSMMUT00000001329.4	4527	4342.71	11.3445	0.187303
ENSMMUT00000105220.1	5963	5778.71	803.638	9.97128
ENSMMUT00000096985.1	962	777.752	505	46.5556
ENSMMUT00000064631.2	3258	3073.71	93.0233	2.16995
ENSMMUT00000021254.4	3293	3108.71	0	0
ENSMMUT00000076362.2	3024	2839.71	0.000971596	2.4532e-05
ENSMMUT00000095758.1	3224	3039.71	0	0
ENSMMUT00000060043.2	3042	2857.71	24.9757	0.626644
ENSMMUT00000021255.4	2121	1936.71	0	0
ENSMMUT00000069789.2	2937	2752.71	3.64333e-06	9.48984e-08
ENSMMUT00000021253.4	1902	1717.71	0	0
ENSMMUT00000031216.4	1623	1438.71	9	0.448529
ENSMMUT00000075562.2	2632	2447.71	4425	129.621
ENSMMUT00000095800.1	1557	1372.71	7.387	0.385843
ENSMMUT00000011381.3	2076	1891.71	806.172	30.5559
ENSMMUT00000103971.1	1940	1755.71	53.0597	2.16687
ENSMMUT00000045942.3	851	666.752	186.381	20.0428
ENSMMUT00000074905.2	1628	1443.71	189.933	9.43284
ENSMMUT00000015355.4	1044	859.712	44.5638	3.71664
ENSMMUT00000056017.2	1184	999.712	690.531	49.5256
ENSMMUT00000059547.2	291	120.21	1994	1189.34
ENSMMUT00000094088.1	1230	1045.71	1661.25	113.906
ENSMMUT00000093953.1	1338	1153.71	6.41167	0.39847
ENSMMUT00000098213.1	3731	3546.71	67	1.35447
ENSMMUT00000004672.4	3000	2815.71	0	0
ENSMMUT00000081641.1	981	796.752	0	0
ENSMMUT00000094050.1	4921	4736.71	0	0
ENSMMUT00000021251.4	1535	1350.71	23.0918	1.22579
ENSMMUT00000107375.1	219	66.4898	760	819.558
ENSMMUT00000030751.4	795	610.752	1.28735	0.151131
ENSMMUT00000073677.2	3806	3621.71	265.969	5.26549
ENSMMUT00000004725.4	2940	2755.71	4.03119	0.104887
ENSMMUT00000107605.1	1847	1662.71	55.9586	2.41308
ENSMMUT00000093773.1	818	633.752	14	1.58391
ENSMMUT00000001331.4	2557	2372.71	228	6.88988
ENSMMUT00000086560.1	1815	1630.71	28.4961	1.25294
ENSMMUT00000104395.1	1017	832.712	117.21	10.0923
ENSMMUT00000083382.1	3534	3349.71	30.6185	0.655388
ENSMMUT00000057236.2	3021	2836.71	479.78	12.1269
ENSMMUT00000021248.4	1514	1329.71	0	0
ENSMMUT00000054511.2	3280	3095.71	21.1286	0.489363
ENSMMUT00000098780.1	990	805.752	38	3.38146
ENSMMUT00000097920.1	1153	968.712	1455.76	107.75
ENSMMUT00000109286.1	1083	898.712	1.96954	0.157132
ENSMMUT00000079076.2	1421	1236.71	145.269	8.42222
ENSMMUT00000082895.1	5602	5417.71	0	0
ENSMMUT00000103211.1	5563	5378.71	0	0
ENSMMUT00000097214.1	5554	5369.71	0	0
ENSMMUT00000104959.1	5515	5330.71	0	0
ENSMMUT00000045417.3	5497	5312.71	0	0
ENSMMUT00000011723.4	5458	5273.71	0	0
ENSMMUT00000012087.4	5410	5225.71	64.3227	0.882552
ENSMMUT00000012088.4	5359	5174.71	57.1946	0.792484
ENSMMUT00000045419.3	5352	5167.71	0	0
ENSMMUT00000012089.4	5245	5060.71	121.483	1.72117
ENSMMUT00000023858.4	12798	12613.7	7	0.0397903
ENSMMUT00000093705.1	2089	1904.71	44.8715	1.68913
ENSMMUT00000088632.1	1802	1617.71	20.4653	0.907066
ENSMMUT00000015352.3	4288	4103.71	1131.23	19.765
ENSMMUT00000102336.1	5688	5503.71	253.603	3.30385
ENSMMUT00000004181.4	903	718.752	140	13.966
ENSMMUT00000100617.1	1000	815.712	56.3024	4.94894
ENSMMUT00000087747.1	1244	1059.71	28.6976	1.94169
ENSMMUT00000015356.4	1570	1385.71	0	0
ENSMMUT00000089451.1	2420	2235.71	512	16.4201
ENSMMUT00000091527.1	2330	2145.71	0	0
ENSMMUT00000101678.1	4052	3867.71	114.531	2.12321
ENSMMUT00000061563.2	2958	2773.71	0	0
ENSMMUT00000058113.2	2937	2752.71	0	0
ENSMMUT00000099982.1	2778	2593.71	0	0
ENSMMUT00000075353.2	2766	2581.71	0	0
ENSMMUT00000031219.4	2982	2797.71	0	0
ENSMMUT00000056117.2	2872	2687.71	0	0
ENSMMUT00000080619.1	5340	5155.71	8.46855	0.117772
ENSMMUT00000084727.1	5352	5167.71	0	0
ENSMMUT00000028100.4	2576	2391.71	308.64	9.25262
ENSMMUT00000028101.4	2301	2116.71	0	0
ENSMMUT00000054448.2	2397	2212.71	2.27095	0.0735876
ENSMMUT00000069525.2	3422	3237.71	14.3563	0.317927
ENSMMUT00000092072.1	6515	6330.71	133.196	1.50855
ENSMMUT00000108862.1	6632	6447.71	0	0
ENSMMUT00000057388.2	2370	2185.71	7.19985e-05	2.36185e-06
ENSMMUT00000072714.2	2358	2173.71	9.64336	0.318089
ENSMMUT00000101388.1	2967	2782.71	17.184	0.442769
ENSMMUT00000093829.1	2405	2220.71	3.6757e-06	1.18678e-07
ENSMMUT00000105625.1	1049	864.712	101.291	8.39887
ENSMMUT00000045947.3	1391	1206.71	26	1.54487
ENSMMUT00000092487.1	1477	1292.71	153.447	8.51096
ENSMMUT00000084074.1	2260	2075.71	597.449	20.6374
ENSMMUT00000032212.4	2664	2479.71	7611.84	220.095
ENSMMUT00000089056.1	2719	2534.71	4222.71	119.45
ENSMMUT00000104745.1	1550	1365.71	246.998	12.9675
ENSMMUT00000015358.4	1070	885.712	11997.7	971.243
ENSMMUT00000045946.3	644	459.778	38.2864	5.9706
ENSMMUT00000064799.2	1670	1485.71	459.103	22.1563
ENSMMUT00000021247.4	992	807.752	231.564	20.5548
ENSMMUT00000047310.3	780	595.752	128.699	15.4893
ENSMMUT00000021242.4	3858	3673.71	158.807	3.09946
ENSMMUT00000068328.2	2695	2510.71	7.83877	0.223858
ENSMMUT00000015348.4	2686	2501.71	1799.56	51.5762
ENSMMUT00000059184.2	4057	3872.71	3.15031	0.0583257
ENSMMUT00000060883.2	1800	1615.71	8.45489	0.375203
ENSMMUT00000015360.4	279	110.313	2	1.29994
ENSMMUT00000012465.4	496	312.363	15858	3640.08
ENSMMUT00000092381.1	1556	1371.71	40.5827	2.12129
ENSMMUT00000032214.3	825	640.752	1	0.1119
ENSMMUT00000072666.2	2480	2295.71	6.89422	0.215323
ENSMMUT00000004614.4	2393	2208.71	44.0941	1.43141
ENSMMUT00000067480.2	2267	2082.71	0	0
ENSMMUT00000045463.3	1931	1746.71	384.41	15.7796
ENSMMUT00000015699.4	7565	7380.71	32.8456	0.31908
ENSMMUT00000015701.4	6394	6209.71	0	0
ENSMMUT00000007219.4	3902	3717.71	0	0
ENSMMUT00000099402.1	3716	3531.71	0	0
ENSMMUT00000002537.4	3165	2980.71	95	2.28521
ENSMMUT00000075151.2	4029	3844.71	1.98091	0.0369422
ENSMMUT00000077311.2	4026	3841.71	5.01909	0.0936746
ENSMMUT00000073303.2	1953	1768.71	0	0
ENSMMUT00000109157.1	1107	922.712	13.0667	1.01536
ENSMMUT00000108523.1	1610	1425.71	1.81512	0.0912843
ENSMMUT00000006827.4	739	554.752	0	0
ENSMMUT00000047498.3	1134	949.712	3	0.226491
ENSMMUT00000031184.4	1047	862.712	2	0.166221
ENSMMUT00000089864.1	516	332.281	0	0
ENSMMUT00000102293.1	3374	3189.71	0	0
ENSMMUT00000008769.4	3269	3084.71	0	0
ENSMMUT00000095772.1	3392	3207.71	0	0
ENSMMUT00000006829.4	306	132.872	0	0
ENSMMUT00000045256.3	1394	1209.71	0	0
ENSMMUT00000045259.3	1962	1777.71	387	15.6089
ENSMMUT00000097136.1	8247	8062.71	219.96	1.95607
ENSMMUT00000103335.1	8095	7910.71	400.983	3.6344
ENSMMUT00000109492.1	8047	7862.71	0.854318	0.00779057
ENSMMUT00000106852.1	7993	7808.71	404.202	3.71143
ENSMMUT00000001906.4	4304	4119.71	0	0
ENSMMUT00000093619.1	1785	1600.71	0	0
ENSMMUT00000082282.1	8182	7997.71	441	3.95362
ENSMMUT00000008060.4	7920	7735.71	0	0
ENSMMUT00000081430.1	7746	7561.71	0	0
ENSMMUT00000088683.1	7146	6961.71	0	0
ENSMMUT00000082074.1	7856	7671.71	0	0
ENSMMUT00000108679.1	1525	1340.71	0	0
ENSMMUT00000059672.2	2065	1880.71	4.11821	0.157003
ENSMMUT00000067416.2	3598	3413.71	272	5.71299
ENSMMUT00000019447.4	2452	2267.71	337.365	10.6668
ENSMMUT00000023865.4	3575	3390.71	1407.67	29.7668
ENSMMUT00000082796.1	3474	3289.71	30.3265	0.660976
ENSMMUT00000078014.2	2175	1990.71	0	0
ENSMMUT00000095926.1	7276	7091.71	0.000713334	7.21213e-06
ENSMMUT00000083231.1	7387	7202.71	63.4271	0.631394
ENSMMUT00000047313.3	3547	3362.71	350.107	7.46505
ENSMMUT00000076159.2	3334	3149.71	0	0
ENSMMUT00000021235.4	2949	2764.71	429.293	11.1333
ENSMMUT00000105441.1	1677	1492.71	0	0
