target_id	length	eff_length	est_counts	tpm
ENSMMUT00000084437.1	1035	846.385	45.4281	4.84946
ENSMMUT00000089355.1	4343	4154.39	0.00174625	3.79784e-05
ENSMMUT00000080117.1	4355	4166.39	247.065	5.35784
ENSMMUT00000106522.1	1417	1228.39	2.20948	0.162515
ENSMMUT00000006456.4	861	672.424	21.2233	2.85172
ENSMMUT00000094634.1	597	408.51	267.66	59.1995
ENSMMUT00000046436.3	1801	1612.39	249.176	13.9629
ENSMMUT00000044534.3	1146	957.385	0	0
ENSMMUT00000096014.1	1374	1185.39	66	5.03062
ENSMMUT00000105042.1	1143	954.385	3.75206	0.355208
ENSMMUT00000058831.2	2147	1958.39	0	0
ENSMMUT00000006201.3	1935	1746.39	13.0253	0.673883
ENSMMUT00000110364.1	7011	6822.39	0	0
ENSMMUT00000023043.4	6700	6511.39	155.189	2.1534
ENSMMUT00000097799.1	6697	6508.39	0.000181522	2.51996e-06
ENSMMUT00000089453.1	6676	6487.39	1075.81	14.9832
ENSMMUT00000086927.1	1738	1549.39	234.359	13.6665
ENSMMUT00000108512.1	2792	2603.39	804.4	27.9171
ENSMMUT00000086709.1	1924	1735.39	514.199	26.7715
ENSMMUT00000031237.4	1500	1311.39	290.401	20.0081
ENSMMUT00000099343.1	1849	1660.39	4.36204	0.237366
ENSMMUT00000090338.1	1302	1113.39	17.9216	1.45434
ENSMMUT00000097600.1	1125	936.385	8.71711	0.841115
ENSMMUT00000091391.1	1540	1351.39	32.8641	2.19725
ENSMMUT00000001955.4	1308	1119.39	0	0
ENSMMUT00000076496.2	3558	3369.39	798	21.3988
ENSMMUT00000091541.1	1064	875.385	18.4994	1.90939
ENSMMUT00000094107.1	3004	2815.39	47.0872	1.51113
ENSMMUT00000044519.3	3830	3641.39	139.457	3.46028
ENSMMUT00000015937.4	3743	3554.39	5.45614e-07	1.38694e-08
ENSMMUT00000106143.1	3595	3406.39	288.067	7.64077
ENSMMUT00000095095.1	2652	2463.39	80.8449	2.96522
ENSMMUT00000003678.4	1140	951.385	15	1.42453
ENSMMUT00000087829.1	1920	1731.39	0	0
ENSMMUT00000101527.1	6024	5835.39	351.554	5.44327
ENSMMUT00000080472.1	2331	2142.39	45.7698	1.93027
ENSMMUT00000008109.4	1287	1098.39	167.908	13.8119
ENSMMUT00000103505.1	2122	1933.39	42.5368	1.98785
ENSMMUT00000100197.1	2162	1973.39	0	0
ENSMMUT00000092133.1	564	375.607	0	0
ENSMMUT00000044514.3	558	369.645	0	0
ENSMMUT00000103214.1	1607	1418.39	3.63563	0.231591
ENSMMUT00000087309.1	4223	4034.39	242.637	5.43395
ENSMMUT00000090796.1	2016	1827.39	168.719	8.34203
ENSMMUT00000011388.4	4161	3972.39	1191.64	27.1039
ENSMMUT00000075346.2	6324	6135.39	0.00441537	6.50223e-05
ENSMMUT00000024356.4	6284	6095.39	9.99558	0.148164
ENSMMUT00000012371.4	2919	2730.39	3	0.0992737
ENSMMUT00000015994.4	567	378.589	4.64517	1.10859
ENSMMUT00000083175.1	1057	868.385	141.266	14.6981
ENSMMUT00000105699.1	879	690.424	4.36574	0.571319
ENSMMUT00000015996.4	486	298.216	25.7231	7.79343
ENSMMUT00000032568.4	801	612.424	280	41.3088
ENSMMUT00000088441.1	3083	2894.39	24.8156	0.77465
ENSMMUT00000043360.3	201	53.546	285	480.9
ENSMMUT00000044504.3	5942	5753.39	4849.41	76.1557
ENSMMUT00000029673.4	2539	2350.39	899.594	34.5816
ENSMMUT00000045727.3	798	609.424	0	0
ENSMMUT00000085649.1	4463	4274.39	40.0111	0.845753
ENSMMUT00000075457.2	1726	1537.39	240.804	14.152
ENSMMUT00000044503.3	393	208.249	160.196	69.5033
ENSMMUT00000086362.1	1025	836.385	120.225	12.9875
ENSMMUT00000099013.1	1017	828.385	0	0
ENSMMUT00000107358.1	2229	2040.39	0	0
ENSMMUT00000045407.3	2510	2321.39	296.202	11.5286
ENSMMUT00000091007.1	2263	2074.39	77.1247	3.35924
ENSMMUT00000103145.1	2121	1932.39	259.557	12.136
ENSMMUT00000026046.4	1933	1744.39	9.55969e-06	4.95152e-07
ENSMMUT00000026047.4	2437	2248.39	25.9386	1.04235
ENSMMUT00000104941.1	5329	5140.39	45.4018	0.798021
ENSMMUT00000071385.2	3889	3700.39	1131	27.6155
ENSMMUT00000031389.4	573	384.589	0	0
ENSMMUT00000047395.3	2383	2194.39	580	23.881
ENSMMUT00000044492.3	2853	2664.39	85	2.88243
ENSMMUT00000000026.4	2787	2598.39	0	0
ENSMMUT00000104191.1	2935	2746.39	368.41	12.1201
ENSMMUT00000012079.3	2935	2746.39	529.59	17.4227
ENSMMUT00000087507.1	1564	1375.39	178.492	11.7255
ENSMMUT00000091729.1	1676	1487.39	212.682	12.9195
ENSMMUT00000106188.1	1797	1608.39	268.116	15.0615
ENSMMUT00000099863.1	1568	1379.39	7.98529	0.523048
ENSMMUT00000092115.1	2090	1901.39	25.7247	1.22241
ENSMMUT00000109025.1	6045	5856.39	0	0
ENSMMUT00000090655.1	5794	5605.39	133.015	2.14404
ENSMMUT00000030107.3	1706	1517.39	218.272	12.9969
ENSMMUT00000080447.1	2739	2550.39	5.57809	0.197613
ENSMMUT00000000024.4	2552	2363.39	1198	45.7994
ENSMMUT00000016846.4	1565	1376.39	6	0.393866
ENSMMUT00000047397.3	1626	1437.39	0	0
ENSMMUT00000014206.3	4918	4729.39	17.3003	0.33051
ENSMMUT00000014207.4	2067	1878.39	3.1288	0.150498
ENSMMUT00000000019.4	444	257.148	1	0.351361
ENSMMUT00000071036.2	2856	2667.39	56.2917	1.90676
ENSMMUT00000008749.4	2580	2391.39	9.12148e-07	3.4463e-08
ENSMMUT00000008750.4	2095	1906.39	175.378	8.31191
ENSMMUT00000016577.4	2738	2549.39	27.346	0.96916
ENSMMUT00000011384.4	1565	1376.39	1367.86	89.7925
ENSMMUT00000103135.1	1893	1704.39	259.617	13.7626
ENSMMUT00000011386.4	1540	1351.39	87.5192	5.85142
ENSMMUT00000085647.1	1698	1509.39	0.000342925	2.05275e-05
ENSMMUT00000021969.3	3842	3653.39	214	5.29243
ENSMMUT00000106873.1	1460	1271.39	40.0631	2.84711
ENSMMUT00000086994.1	5838	5649.39	478.266	7.64901
ENSMMUT00000102360.1	5847	5658.39	718.046	11.4656
ENSMMUT00000063401.2	1365	1176.39	57.1655	4.39057
ENSMMUT00000027790.4	1356	1167.39	207.853	16.0872
ENSMMUT00000082363.1	1580	1391.39	128.253	8.32832
ENSMMUT00000053686.2	1356	1167.39	3	0.23219
ENSMMUT00000083459.1	1354	1165.39	49.2475	3.81814
ENSMMUT00000064546.2	4094	3905.39	1309	30.284
ENSMMUT00000067719.2	7419	7230.39	746	9.32212
ENSMMUT00000008747.4	2493	2304.39	0	0
ENSMMUT00000003024.4	2046	1857.39	51.1681	2.48906
ENSMMUT00000071194.2	1945	1756.39	88.7052	4.56317
ENSMMUT00000012360.4	3087	2898.39	12.0088	0.374351
ENSMMUT00000061871.2	1476	1287.39	1213.75	85.1841
ENSMMUT00000012348.4	1509	1320.39	2215.1	151.576
ENSMMUT00000069229.2	3472	3283.39	345.059	9.49531
ENSMMUT00000003026.4	1975	1786.39	659	33.3309
ENSMMUT00000044490.3	2715	2526.39	37.4422	1.33906
ENSMMUT00000028102.4	3586	3397.39	547.558	14.562
ENSMMUT00000044491.3	1422	1233.39	0	0
ENSMMUT00000099136.1	8332	8143.39	86.1444	0.955782
ENSMMUT00000001329.4	4527	4338.39	35.8453	0.746519
ENSMMUT00000105220.1	5963	5774.39	594.268	9.29851
ENSMMUT00000096985.1	962	773.424	509	59.4617
ENSMMUT00000064631.2	3258	3069.39	268	7.88897
ENSMMUT00000021254.4	3293	3104.39	0	0
ENSMMUT00000076362.2	3024	2835.39	0	0
ENSMMUT00000095758.1	3224	3035.39	0	0
ENSMMUT00000060043.2	3042	2853.39	0	0
ENSMMUT00000021255.4	2121	1932.39	0	0
ENSMMUT00000069789.2	2937	2748.39	0	0
ENSMMUT00000021253.4	1902	1713.39	0	0
ENSMMUT00000031216.4	1623	1434.39	11	0.692889
ENSMMUT00000075562.2	2632	2443.39	2761	102.097
ENSMMUT00000095800.1	1557	1368.39	9.01257	0.595082
ENSMMUT00000011381.3	2076	1887.39	726.351	34.7715
ENSMMUT00000103971.1	1940	1751.39	48.7004	2.5124
ENSMMUT00000045942.3	851	662.424	243.936	33.2719
ENSMMUT00000074905.2	1628	1439.39	65.4568	4.1088
ENSMMUT00000015355.4	1044	855.385	121.432	12.8265
ENSMMUT00000056017.2	1184	995.385	336.473	30.5419
ENSMMUT00000059547.2	291	117.104	269	207.547
ENSMMUT00000094088.1	1230	1041.39	1735.76	150.596
ENSMMUT00000093953.1	1338	1149.39	4.06309	0.319395
ENSMMUT00000098213.1	3731	3542.39	117.215	2.98969
ENSMMUT00000004672.4	3000	2811.39	1.24283e-06	3.99417e-08
ENSMMUT00000081641.1	981	792.385	0	0
ENSMMUT00000094050.1	4921	4732.39	3.78457	0.0722559
ENSMMUT00000021251.4	1535	1346.39	17	1.14082
ENSMMUT00000107375.1	219	64.4049	656	920.285
ENSMMUT00000030751.4	795	606.424	0	0
ENSMMUT00000073677.2	3806	3617.39	376.856	9.41277
ENSMMUT00000004725.4	2940	2751.39	8.14419	0.267444
ENSMMUT00000107605.1	1847	1658.39	17.3975	0.947847
ENSMMUT00000093773.1	818	629.424	41	5.88542
ENSMMUT00000001331.4	2557	2368.39	221	8.43096
ENSMMUT00000086560.1	1815	1626.39	26.4677	1.47038
ENSMMUT00000104395.1	1017	828.385	37.9214	4.13608
ENSMMUT00000083382.1	3534	3345.39	27.1968	0.734529
ENSMMUT00000057236.2	3021	2832.39	406.271	12.9599
ENSMMUT00000021248.4	1514	1325.39	30.9864	2.11235
ENSMMUT00000054511.2	3280	3091.39	27.7427	0.810836
ENSMMUT00000098780.1	990	801.385	33	3.72057
ENSMMUT00000097920.1	1153	964.385	1288.63	120.729
ENSMMUT00000109286.1	1083	894.385	65.6712	6.63418
ENSMMUT00000079076.2	1421	1232.39	121.703	8.92263
ENSMMUT00000082895.1	5602	5413.39	0	0
ENSMMUT00000103211.1	5563	5374.39	0	0
ENSMMUT00000097214.1	5554	5365.39	0	0
ENSMMUT00000104959.1	5515	5326.39	0	0
ENSMMUT00000045417.3	5497	5308.39	0	0
ENSMMUT00000011723.4	5458	5269.39	0	0
ENSMMUT00000012087.4	5410	5221.39	0	0
ENSMMUT00000012088.4	5359	5170.39	17.0273	0.297549
ENSMMUT00000045419.3	5352	5163.39	171.385	2.99899
ENSMMUT00000012089.4	5245	5056.39	59.5876	1.06476
ENSMMUT00000023858.4	12798	12609.4	10	0.0716544
ENSMMUT00000093705.1	2089	1900.39	50.9176	2.42082
ENSMMUT00000088632.1	1802	1613.39	4.5887	0.256974
ENSMMUT00000015352.3	4288	4099.39	1104.22	24.3373
ENSMMUT00000102336.1	5688	5499.39	229.162	3.765
ENSMMUT00000004181.4	903	714.424	128	16.1879
ENSMMUT00000100617.1	1000	811.385	188.513	20.9919
ENSMMUT00000087747.1	1244	1055.39	17.0015	1.4555
ENSMMUT00000015356.4	1570	1381.39	38.4851	2.51718
ENSMMUT00000089451.1	2420	2231.39	456	18.4641
ENSMMUT00000091527.1	2330	2141.39	0	0
ENSMMUT00000101678.1	4052	3863.39	133.353	3.11868
ENSMMUT00000061563.2	2958	2769.39	0	0
ENSMMUT00000058113.2	2937	2748.39	0	0
ENSMMUT00000099982.1	2778	2589.39	0	0
ENSMMUT00000075353.2	2766	2577.39	0	0
ENSMMUT00000031219.4	2982	2793.39	0	0
ENSMMUT00000056117.2	2872	2683.39	0	0
ENSMMUT00000080619.1	5340	5151.39	5.64729	0.0990498
ENSMMUT00000084727.1	5352	5163.39	7.73491e-07	1.3535e-08
ENSMMUT00000028100.4	2576	2387.39	255.943	9.68631
ENSMMUT00000028101.4	2301	2112.39	0	0
ENSMMUT00000054448.2	2397	2208.39	14.0479	0.574741
ENSMMUT00000069525.2	3422	3233.39	35.1285	0.98161
ENSMMUT00000092072.1	6515	6326.39	94.1172	1.34416
ENSMMUT00000108862.1	6632	6443.39	0	0
ENSMMUT00000057388.2	2370	2181.39	8.77013	0.363254
ENSMMUT00000072714.2	2358	2169.39	0	0
ENSMMUT00000101388.1	2967	2778.39	2.17816	0.0708329
ENSMMUT00000093829.1	2405	2216.39	0	0
ENSMMUT00000105625.1	1049	860.385	29.8453	3.13415
ENSMMUT00000045947.3	1391	1202.39	100	7.51438
ENSMMUT00000092487.1	1477	1288.39	67.0971	4.70538
ENSMMUT00000084074.1	2260	2071.39	345.553	15.0727
ENSMMUT00000032212.4	2664	2475.39	5119.31	186.855
ENSMMUT00000089056.1	2719	2530.39	2998.14	107.054
ENSMMUT00000104745.1	1550	1361.39	300.926	19.9717
ENSMMUT00000015358.4	1070	881.385	17556.4	1799.73
ENSMMUT00000045946.3	644	455.424	112.551	22.329
ENSMMUT00000064799.2	1670	1481.39	463.596	28.2754
ENSMMUT00000021247.4	992	803.385	316.135	35.5538
ENSMMUT00000047310.3	780	591.424	108.288	16.5432
ENSMMUT00000021242.4	3858	3669.39	172.638	4.25088
ENSMMUT00000068328.2	2695	2506.39	0	0
ENSMMUT00000015348.4	2686	2497.39	1721.98	62.2986
ENSMMUT00000059184.2	4057	3868.39	1.59713	0.0373034
ENSMMUT00000060883.2	1800	1611.39	4.42708	0.248231
ENSMMUT00000015360.4	279	107.469	2	1.68144
ENSMMUT00000012465.4	496	308.095	21980	6445.85
ENSMMUT00000092381.1	1556	1367.39	10.2107	0.674687
ENSMMUT00000032214.3	825	636.424	0	0
ENSMMUT00000072666.2	2480	2291.39	0	0
ENSMMUT00000004614.4	2393	2204.39	30.1676	1.23649
ENSMMUT00000067480.2	2267	2078.39	0	0
ENSMMUT00000045463.3	1931	1742.39	205.214	10.6414
ENSMMUT00000015699.4	7565	7376.39	19.8796	0.243501
ENSMMUT00000015701.4	6394	6205.39	0	0
ENSMMUT00000007219.4	3902	3713.39	0	0
ENSMMUT00000099402.1	3716	3527.39	4	0.102458
ENSMMUT00000002537.4	3165	2976.39	165	5.00878
ENSMMUT00000075151.2	4029	3840.39	1.70617	0.0401408
ENSMMUT00000077311.2	4026	3837.39	4.29383	0.101099
ENSMMUT00000073303.2	1953	1764.39	16	0.819339
ENSMMUT00000109157.1	1107	918.385	0	0
ENSMMUT00000108523.1	1610	1421.39	5.29252	0.336425
ENSMMUT00000006827.4	739	550.424	2.70748	0.444431
ENSMMUT00000047498.3	1134	945.385	0	0
ENSMMUT00000031184.4	1047	858.385	8	0.842063
ENSMMUT00000089864.1	516	327.871	0	0
ENSMMUT00000102293.1	3374	3185.39	0	0
ENSMMUT00000008769.4	3269	3080.39	0	0
ENSMMUT00000095772.1	3392	3203.39	0	0
ENSMMUT00000006829.4	306	129.603	0	0
ENSMMUT00000045256.3	1394	1205.39	0	0
ENSMMUT00000045259.3	1962	1773.39	369	18.8001
ENSMMUT00000097136.1	8247	8058.39	316.354	3.54702
ENSMMUT00000103335.1	8095	7906.39	0.0161252	0.000184274
ENSMMUT00000109492.1	8047	7858.39	74.4119	0.855552
ENSMMUT00000106852.1	7993	7804.39	0.217433	0.00251723
ENSMMUT00000001906.4	4304	4115.39	0	0
ENSMMUT00000093619.1	1785	1596.39	7	0.396184
ENSMMUT00000082282.1	8182	7993.39	472.199	5.33742
ENSMMUT00000008060.4	7920	7731.39	0	0
ENSMMUT00000081430.1	7746	7557.39	0	0
ENSMMUT00000088683.1	7146	6957.39	3.47906	0.0451807
ENSMMUT00000082074.1	7856	7667.39	7.32173	0.0862787
ENSMMUT00000108679.1	1525	1336.39	0	0
ENSMMUT00000059672.2	2065	1876.39	5	0.24076
ENSMMUT00000067416.2	3598	3409.39	259	6.86374
ENSMMUT00000019447.4	2452	2263.39	257.467	10.2778
ENSMMUT00000023865.4	3575	3386.39	1595.26	42.563
ENSMMUT00000082796.1	3474	3285.39	59.1067	1.6255
ENSMMUT00000078014.2	2175	1986.39	6.63404	0.301753
ENSMMUT00000095926.1	7276	7087.39	0	0
ENSMMUT00000083231.1	7387	7198.39	46.6321	0.585311
ENSMMUT00000047313.3	3547	3358.39	287.553	7.73614
ENSMMUT00000076159.2	3334	3145.39	3.88662e-08	1.11644e-09
ENSMMUT00000021235.4	2949	2760.39	310.158	10.152
