log2FoldChange	SYMBOL	GENENAME	baseMean	padj	Row.names
1.6991327041697528	HKDC1	hexokinase domain containing 1	56.315378779239005	1.7230590189588088e-7	ENSG00000156510
1.0251775135308614	H4C8	H4 clustered histone 8	45.23569253255862	0.01303615538653343	ENSG00000158406
-1.2938205436424068	SPRY1	sprouty RTK signaling antagonist 1	210.66408608592428	4.609101533183503e-15	ENSG00000164056
-1.3043242692119503	CDC20B	cell division cycle 20B	53.788138773185715	3.7710705559214656e-4	ENSG00000164287
-1.104367771038016	AVPR1A	arginine vasopressin receptor 1A	40.58012693252316	0.007481390574540155	ENSG00000166148
1.2301882837738143	SCG2	secretogranin II	214.7691233694257	7.6149925700784008e-15	ENSG00000171951
1.060035827473839	FOXS1	forkhead box S1	34.59520720367412	0.023737072460317223	ENSG00000179772
-1.156026507731217	SHISA2	shisa family member 2	34.496866500270826	0.01303615538653343	ENSG00000180730
1.1174006593572203	CSF1R	colony stimulating factor 1 receptor	78.29900975289182	5.192754313456329e-5	ENSG00000182578
-1.407340661144237	PCP4	Purkinje cell protein 4	47.770880556237366	5.151058935060103e-5	ENSG00000183036
1.2764977743447374	FPR3	formyl peptide receptor 3	81.72510144323032	1.0345425911676353e-6	ENSG00000187474
1.194843028578649	SLC6A9	solute carrier family 6 member 9	35.074655973037274	0.01999999280438443	ENSG00000196517
-1.0591149813133338	ZNF695	zinc finger protein 695	34.25638652341976	0.04934571645597701	ENSG00000197472
1.9513274454047	TGM2	transglutaminase 2	147.55296706887242	2.002133131346312e-20	ENSG00000198959
-1.2347251774769774	LOC101927851	uncharacterized LOC101927851	26.15606787739527	0.024245167458898993	ENSG00000238005
-1.0468868562191376	UPK3B	uroplakin 3B	75.0905839525575	5.813779168780046e-4	ENSG00000243566
-1.1309487888345449	APELA	apelin receptor early endogenous ligand	91.1921692643134	2.2010583447408094e-5	ENSG00000248329
-1.0678330269304992	LOC101928174	uncharacterized LOC101928174	100.13926829000576	3.104474195661785e-5	ENSG00000250007
-1.0449453102220527	KIAA1210	KIAA1210	32.413673949367826	0.04657124924833903	ENSG00000250423
